userName,score,content,content_clean,at,thumbsUpCount,content_normalized,content_clean_final
Fens Persib,5,sayang banyak yang nggantri,sayang banyak yang nggantri,2025-10-16 13:19:51,0,sayang banyak yang nggantri,sayang nggantri
Muhammad Ainur Rizqi Rizqi,5,"sangat bagus, berguna untuk saya","sangat bagus, berguna untuk saya",2025-10-16 13:18:22,0,"sangat bagus, berguna untuk saya",bagus berguna
Raihan Dwi Nugraha,5,nice bangg,nice bangg,2025-10-16 13:12:58,0,nice bangg,nice bangg
mautakai pera,5,sangaaat bagussss,sangaaat bagussss,2025-10-16 13:01:07,0,sangaaat bagussss,sangaaat bagussss
Yuan Tari,1,jelek banget,jelek banget,2025-10-16 13:00:56,0,jelek banget,jelek banget
Rafandra Yudhistira,5,chat gpt membantu ku dalam bertanya apakah stabil,chat gpt membantu ku dalam bertanya apakah stabil,2025-10-16 12:57:42,0,chat gpt membantu ku dalam bertanya apakah stabil,chat gpt membantu stabil
Bibi Jupri,5,sangat bagus dan bisa menyelesaikan apa pun,sangat bagus dan bisa menyelesaikan apa pun,2025-10-16 12:56:27,0,sangat bagus dan bisa menyelesaikan apa pun,bagus menyelesaikan
Nisywa,5,"chat gpt sekarang jadi sensitif bangett!!, padahal ga ada hal"" yang kurang baik dalam obrolan, perasaan dulu ga gini!. Kalau di update bukan malah makin bagus, malah hal"" yg gini ga diperbaiki! atau ga ada peningkatan! Tolong perhatiannya untuk menyelesaikan masalah ini!!","chat gpt sekarang jadi sensitif bangett!!, padahal ga ada hal"" yang kurang baik dalam obrolan, perasaan dulu ga gini!. kalau di update bukan malah makin bagus, malah hal"" yg gini ga diperbaiki! atau ga ada peningkatan! tolong perhatiannya untuk menyelesaikan masalah ini!!",2025-10-16 12:53:13,431,"chat gpt sekarang jadi sensitif bangett!!, padahal tidak ada hal"" yang kurang baik dalam obrolan, perasaan dulu tidak gini!. kalau di update bukan malah makin bagus, malah hal"" yg gini tidak diperbaiki! atau tidak ada peningkatan! tolong perhatiannya untuk menyelesaikan masalah ini!!",chat gpt sensitif bangett obrolan perasaan gini update bagus gini diperbaiki peningkatan tolong perhatiannya menyelesaikan
Aviel Yu,5,asek👍,asek👍,2025-10-16 12:51:25,0,asek👍,asek👍
Encer Otak,2,"versi makin canggih tapi banyak penumpulan disana sini...,ruang kreativitas makin dibatasi....dari segi apa?...semuanya...","versi makin canggih tapi banyak penumpulan disana sini...,ruang kreativitas makin dibatasi....dari segi apa?...semuanya...",2025-10-16 12:48:44,0,"versi makin canggih tapi banyak penumpulan disana sini...,ruang kreativitas makin dibatasi....dari segi apa?...semuanya...",versi canggih penumpulan disana siniruang kreativitas dibatasidari segi apasemuanya
Farisal,5,sangat membantu saya yg sedang kesulitan buat ngerjain tugas,sangat membantu saya yg sedang kesulitan buat ngerjain tugas,2025-10-16 12:47:03,0,sangat membantu saya yg sedang kesulitan buat ngerjain tugas,membantu kesulitan ngerjain tugas
Jumi Jumi,4,aplikasi ini sangat membantu,aplikasi ini sangat membantu,2025-10-16 12:46:44,0,aplikasi ini sangat membantu,aplikasi membantu
Fahri Pratama,5,aplikasi ini keren bisa diajak ngobrol,aplikasi ini keren bisa diajak ngobrol,2025-10-16 12:43:49,0,aplikasi ini keren bisa diajak ngobrol,aplikasi keren diajak ngobrol
Kafka bisma wijaksana,5,aight,aight,2025-10-16 12:43:19,0,aight,aight
indra kadican,5,ok,ok,2025-10-16 12:42:38,0,oke,oke
Razz_art16,5,bags bengedd,bags bengedd,2025-10-16 12:42:21,0,bags bengedd,bags bengedd
Aqeela Hasna,5,luv luvv chat gpt. best dehh🎀🧸,luv luvv chat gpt. best dehh🎀🧸,2025-10-16 12:39:50,0,luv luvv chat gpt. best dehh🎀🧸,luv luvv chat gpt best dehh🎀🧸
deri tri cahyani Surga,5,Aplikasi Deepseek adalah aplikasi terbaik 2025,aplikasi deepseek adalah aplikasi terbaik 2025,2025-10-16 12:35:38,0,aplikasi deepseek adalah aplikasi terbaik 2025,aplikasi deepseek aplikasi terbaik
Esa Mahesandi Junaedi,5,kek bercerita ama batu anjir,kek bercerita ama batu anjir,2025-10-16 12:33:16,0,kek bercerita ama batu anjir,kek bercerita ama batu anjir
Ello Friends,1,tidak sesuai dengan ekspektasi,tidak sesuai dengan ekspektasi,2025-10-16 12:30:27,0,tidak sesuai dengan ekspektasi,sesuai ekspektasi
HAZEL ALEXANDR ALEXI,3,sebenarnya bagus sih tapi kaya kurang akur misalnya minta kaya gini malahan yg lain kaya agak error,sebenarnya bagus sih tapi kaya kurang akur misalnya minta kaya gini malahan yg lain kaya agak error,2025-10-16 12:26:39,0,sebenarnya bagus sih tapi kaya kurang akur misalnya minta kaya gini malahan yg lain kaya agak error,bagus sih kaya akur kaya gini kaya error
Hendriawan Dompu,5,terima kasih udah buat ai ini,terima kasih udah buat ai ini,2025-10-16 12:20:36,0,terima kasih sudah buat ai ini,terima kasih
Yenny Cuang,1,kenapa. ingin foto harus bergabung,kenapa. ingin foto harus bergabung,2025-10-16 12:17:26,0,kenapa. ingin foto harus bergabung,foto bergabung
Lk Katpa,5,sangat membantu.,sangat membantu.,2025-10-16 12:16:55,0,sangat membantu.,membantu
Laura Mukhiyatul Ginza,1,"Hai, kenapa akses ke pengaturan memori nya tidak bisa ya? Hanya ada saklar untuk Rujuk Memori, tapi tidak ada penyimpanan memori seperti sebelumnya","hai, kenapa akses ke pengaturan memori nya tidak bisa ya? hanya ada saklar untuk rujuk memori, tapi tidak ada penyimpanan memori seperti sebelumnya",2025-10-16 12:15:09,0,"hai, kenapa akses ke pengaturan memori nya tidak bisa ya? hanya ada saklar untuk rujuk memori, tapi tidak ada penyimpanan memori seperti sebelumnya",hai akses pengaturan memori nya saklar rujuk memori penyimpanan memori
Yerdi Yerdi,5,aplikasi nya bagus bisa bantu kerjakan PR dll sangat membantu 👍,aplikasi nya bagus bisa bantu kerjakan pr dll sangat membantu 👍,2025-10-16 12:07:42,0,aplikasi nya bagus bisa bantu kerjakan pr dll sangat membantu 👍,aplikasi nya bagus bantu kerjakan dll membantu
kicimi,4,bagi buanget 👍🏻👍🏻👍🏻,bagi buanget 👍🏻👍🏻👍🏻,2025-10-16 12:07:09,0,bagi buanget 👍🏻👍🏻👍🏻,buanget 👍🏻👍🏻👍🏻
Rakha Helga Saputra,5,aplikasi ini sangat membantu saya dalam mengerjakan tugas,aplikasi ini sangat membantu saya dalam mengerjakan tugas,2025-10-16 11:56:49,0,aplikasi ini sangat membantu saya dalam mengerjakan tugas,aplikasi membantu tugas
bambang triyono,5,mudah d gunakan,mudah d gunakan,2025-10-16 11:53:57,0,mudah d gunakan,mudah
Yayan Rani,5,Sangat membantu Pekerjaan saya sebagai penulis dan berimajinasi,sangat membantu pekerjaan saya sebagai penulis dan berimajinasi,2025-10-16 11:38:26,0,sangat membantu pekerjaan saya sebagai penulis dan berimajinasi,membantu pekerjaan penulis berimajinasi
zahrnfry 13,5,"sumpah....berguna banget buat ngerjain tugas 😭👍🏻✨, nyesel banget dulu GK pakek chatgpt.","sumpah....berguna banget buat ngerjain tugas 😭👍🏻✨, nyesel banget dulu gk pakek chatgpt.",2025-10-16 11:34:29,0,"sumpah....berguna banget buat ngerjain tugas 😭👍🏻✨, nyesel banget dulu nggak pakek chatgpt.",sumpahberguna banget ngerjain tugas 😭👍🏻✨ nyesel banget nggak pakek chatgpt
Salsa Octa,5,bagus bgtt tapi suka ngelek gitu+lama bgtt nunggunya,bagus bgtt tapi suka ngelek gitu+lama bgtt nunggunya,2025-10-16 11:32:10,0,bagus bgtt tapi suka ngelek gitu+lama bgtt nunggunya,bagus bgtt suka ngelek gitulama bgtt nunggunya
Khazan First,4,GG app,gg app,2025-10-16 11:30:17,0,gg app,app
Febrianti Azizahh,3,maaf jdii bintang 3 untuk mengedit foto bareng fans di aku kurang bisa,maaf jdii bintang 3 untuk mengedit foto bareng fans di aku kurang bisa,2025-10-16 11:29:10,0,maaf jdii bintang 3 untuk mengedit foto bareng fans di aku kurang bisa,maaf jdii bintang mengedit foto bareng fans
mamas aceng,4,bagus sih tapi biasanya sering ada yg salah maaf yaa 😊,bagus sih tapi biasanya sering ada yg salah maaf yaa 😊,2025-10-16 11:28:11,0,bagus sih tapi biasanya sering ada yg salah maaf yaa 😊,bagus sih salah maaf yaa
14_LUQMAN ABDUSSALAAM,5,"Mantep banget, bisa ngasih informasi sesuai harapan. Ngga cuma dibuat ""ngandelin tugas"" saja, tapi untuk membandingkan pengalaman pribadi dengan fakta juga akurat. mantapp","mantep banget, bisa ngasih informasi sesuai harapan. ngga cuma dibuat ""ngandelin tugas"" saja, tapi untuk membandingkan pengalaman pribadi dengan fakta juga akurat. mantapp",2025-10-16 11:28:04,0,"mantep banget, bisa ngasih informasi sesuai harapan. ngga cuma dibuat ""ngandelin tugas"" saja, tapi untuk membandingkan pengalaman pribadi dengan fakta juga akurat. mantapp",mantep banget ngasih informasi sesuai harapan ngga ngandelin tugas membandingkan pengalaman pribadi fakta akurat mantapp
Putri Putrii,5,so beautiful,so beautiful,2025-10-16 11:27:07,0,so beautiful,beautiful
Sintia Agustin,5,sangat penting,sangat penting,2025-10-16 11:23:26,0,sangat penting,
Rus Wadi,5,bagus bgt aplikasi ai ini,bagus bgt aplikasi ai ini,2025-10-16 11:23:18,0,bagus banget aplikasi ai ini,bagus banget aplikasi
Nining Boyy,5,"bagus,keren pokonya walaupun lama nunggu potonya","bagus,keren pokonya walaupun lama nunggu potonya",2025-10-16 11:21:02,0,"bagus,keren pokonya walaupun lama nunggu potonya",baguskeren pokonya nunggu potonya
Agus Edy Suryanto,5,Sangat membantu persoalan pribadi yang sering terjadi,sangat membantu persoalan pribadi yang sering terjadi,2025-10-16 11:18:45,0,sangat membantu persoalan pribadi yang sering terjadi,membantu pribadi
Nadhaa ajaa,5,"kerenn banget nih gpt, drpd ai yang lain yg jawaban nya masuk ya cuma gpt, mskipun tugas mtk jg masuk bangetttt ga disalahin gur jugaa, i loveeee gpt","kerenn banget nih gpt, drpd ai yang lain yg jawaban nya masuk ya cuma gpt, mskipun tugas mtk jg masuk bangetttt ga disalahin gur jugaa, i loveeee gpt",2025-10-16 11:17:55,0,"kerenn banget nih gpt, drpd ai yang lain yg jawaban nya masuk ya cuma gpt, mskipun tugas mtk jg masuk bangetttt tidak disalahin gur jugaa, i loveeee gpt",kerenn banget nih gpt drpd nya masuk gpt mskipun tugas mtk masuk bangetttt disalahin gur jugaa loveeee gpt
Helni Andi,5,sangat bagus dan sangat membantu,sangat bagus dan sangat membantu,2025-10-16 11:15:32,0,sangat bagus dan sangat membantu,bagus membantu
kania,1,"SANGAT JELEK, MOHON DIPERBAIKI!!","sangat jelek, mohon diperbaiki!!",2025-10-16 11:14:57,0,"sangat jelek, mohon diperbaiki!!",jelek mohon diperbaiki
Muhamad Nur arviano,5,saya suka,saya suka,2025-10-16 11:11:12,0,saya suka,suka
Varend Alfa rendra,1,"I don't like upgrading to Go. I want to upload photos and videos, but it prompts me to upgrade to Go. I don't like it because it's annoying. I hate it. Remove the Go thing; I want to be free.","i don't like upgrading to go. i want to upload photos and videos, but it prompts me to upgrade to go. i don't like it because it's annoying. i hate it. remove the go thing; i want to be free.",2025-10-16 11:09:48,1,"i don't like upgrading to go. i want to upload photos and videos, but it prompts me to upgrade to go. i don't like it because it's annoying. i hate it. remove the go thing; i want to be free.",dont like upgrading want upload photos and videos but prompts upgrade dont like because its annoying hate remove the thing want free
Kendari Baco,5,iyes,iyes,2025-10-16 11:04:37,0,iyes,iyes
Intan Intan,5,"bagus banget, intan suka😅.","bagus banget, intan suka😅.",2025-10-16 11:04:30,0,"bagus banget, intan suka😅.",bagus banget intan suka😅
Ayip Muhtadin,5,sangat membantu😁👍,sangat membantu😁👍,2025-10-16 11:02:19,0,sangat membantu😁👍,membantu😁👍
Tunas Ampoq Teknik 23,1,makin kesini makin tidak becus,makin kesini makin tidak becus,2025-10-16 11:01:26,0,makin kesini makin tidak becus,kesini becus
Foxy_theking7 (Foxy),5,nice,nice,2025-10-16 10:58:59,0,nice,nice
Yodi Parrangan,5,sangat bagus sekali,sangat bagus sekali,2025-10-16 10:50:21,0,sangat bagus sekali,bagus
gusliyan amelina,5,"bagus, walaupun 1 hati dijatah, tp cukup membantu","bagus, walaupun 1 hati dijatah, tp cukup membantu",2025-10-16 10:41:56,0,"bagus, walaupun 1 hati dijatah, tapi cukup membantu",bagus hati dijatah membantu
Uswatun Hasanah,5,bagus🤙,bagus🤙,2025-10-16 10:35:03,0,bagus🤙,bagus🤙
Kamu Nanya,5,waw🤩🤩,waw🤩🤩,2025-10-16 10:30:58,0,waw🤩🤩,waw🤩🤩
aditya Pratama,5,wowwww,wowwww,2025-10-16 10:29:46,0,wowwww,wowwww
Alif Al,5,makasiiii karena selalu mengasi solusi 🫡,makasiiii karena selalu mengasi solusi 🫡,2025-10-16 10:28:28,0,makasiiii karena selalu mengasi solusi 🫡,makasiiii mengasi solusi
KELYKA & DEVIN FAMILY,5,BEST.,best.,2025-10-16 10:27:15,0,best.,best
Oppo A18new,5,"aplikasinya sangat bagus, bisa membantu mengerjakan tugas dengan sangat cepat","aplikasinya sangat bagus, bisa membantu mengerjakan tugas dengan sangat cepat",2025-10-16 10:26:16,0,"aplikasinya sangat bagus, bisa membantu mengerjakan tugas dengan sangat cepat",aplikasinya bagus membantu tugas cepat
Jihan Talita,1,ya gimana yakh gua belum download,ya gimana yakh gua belum download,2025-10-16 10:18:16,0,ya gimana yakh gua belum download,gimana yakh gua download
Dhatur Cye,1,tidak ada setting di chat gpt saya,tidak ada setting di chat gpt saya,2025-10-16 10:03:18,0,tidak ada setting di chat gpt saya,setting chat gpt
alul tapung,4,bagus lah Pokoknya,bagus lah pokoknya,2025-10-16 09:59:20,0,bagus lah pokoknya,bagus pokoknya
Adit Aditiya,1,aplikasi nya jelek,aplikasi nya jelek,2025-10-16 09:46:23,0,aplikasi nya jelek,aplikasi nya jelek
Yosua SGA56,5,"ChatGPT amazing application, to many benificial for many contries recent development in modern world in digital era. thx chatgpt👍👍🙏🙏","chatgpt amazing application, to many benificial for many contries recent development in modern world in digital era. thx chatgpt👍👍🙏🙏",2025-10-16 09:32:53,0,"chatgpt amazing application, to many benificial for many contries recent development in modern world in digital era. thx chatgpt👍👍🙏🙏",chatgpt amazing application many benificial for many contries recent development modern world digital era thx chatgpt👍👍🙏🙏
Ameera Zaida,5,bagus aku kebantu banget buat ngerjain soal atau pr,bagus aku kebantu banget buat ngerjain soal atau pr,2025-10-16 09:31:29,0,bagus aku kebantu banget buat ngerjain soal atau pr,bagus kebantu banget ngerjain
Nana Rfdh,5,"sebenernya cht gpt ini secara keseluruhan udh bagus bgt, selama aku pakek ya, bener2 ngebantu bahakn selama buat nugas kadang kesulitan, tapi semenjak ada ini cukup membantu. Tapi kekurangannya ga ada fitur simpan (jawabn) yg mau di bookmark gitu kyk, semisal cari jawabn terus AI ini ngejawb pgn aku simpan tapi g ada fitur nya alhasil kudu nyalin pindahh ke catatan sendiri🥲. ayoo dong update buat fitur simpan atau bookmark gitu, biar enak kalo mau buka2 lagi ga scroll obrolan","sebenernya cht gpt ini secara keseluruhan udh bagus bgt, selama aku pakek ya, bener2 ngebantu bahakn selama buat nugas kadang kesulitan, tapi semenjak ada ini cukup membantu. tapi kekurangannya ga ada fitur simpan (jawabn) yg mau di bookmark gitu kyk, semisal cari jawabn terus ai ini ngejawb pgn aku simpan tapi g ada fitur nya alhasil kudu nyalin pindahh ke catatan sendiri🥲. ayoo dong update buat fitur simpan atau bookmark gitu, biar enak kalo mau buka2 lagi ga scroll obrolan",2025-10-16 09:27:28,0,"sebenernya cht gpt ini secara keseluruhan sudah bagus bgt, selama aku pakek ya, bener2 ngebantu bahakn selama buat nugas kadang kesulitan, tapi semenjak ada ini cukup membantu. tapi kekurangannya tidak ada fitur simpan (jawabn) yg mau di bookmark gitu kyk, semisal cari jawabn terus ai ini ngejawb pgn aku simpan tapi g ada fitur nya alhasil kudu nyalin pindahh ke catatan sendiri🥲. ayoo dong update buat fitur simpan atau bookmark gitu, biar enak kalo mau buka2 lagi tidak scroll obrolan",sebenernya cht gpt bagus bgt pakek bener ngebantu bahakn nugas kadang kesulitan semenjak membantu kekurangannya fitur simpan jawabn bookmark gitu kyk cari jawabn ngejawb pgn simpan fitur nya alhasil kudu nyalin pindahh catatan sendiri🥲 ayoo update fitur simpan bookmark gitu biar enak kalo buka scroll obrolan
Kadek Aldi Arsya Adi putra,5,"aplikasi yang bagus banget jujur tapi di Oktober ini tampilan untuk antar muka obrolan nya jujur gasuka, kalo bisa kembalikan tampilan sebelum update lebih bagus dan mudah diakses","aplikasi yang bagus banget jujur tapi di oktober ini tampilan untuk antar muka obrolan nya jujur gasuka, kalo bisa kembalikan tampilan sebelum update lebih bagus dan mudah diakses",2025-10-16 09:26:46,1,"aplikasi yang bagus banget jujur tapi di oktober ini tampilan untuk antar muka obrolan nya jujur gasuka, kalo bisa kembalikan tampilan sebelum update lebih bagus dan mudah diakses",aplikasi bagus banget jujur oktober tampilan muka obrolan nya jujur gasuka kalo kembalikan tampilan update bagus mudah diakses
indra siejie,4,ai yang bermanfaat,ai yang bermanfaat,2025-10-16 09:22:37,0,ai yang bermanfaat,bermanfaat
ABDUS SYUKUR,5,"mantap, sangat membantu","mantap, sangat membantu",2025-10-16 09:21:23,0,"mantap, sangat membantu",mantap membantu
Dwi Firmansyah,5,gooods and out of the box,gooods and out of the box,2025-10-16 09:18:54,0,gooods and out of the box,gooods and out the box
Zidan Juliana,5,bagus bet,bagus bet,2025-10-16 09:18:46,0,bagus bet,bagus bet
Janti Mahkota,5,bagussssssssssss the best,bagussssssssssss the best,2025-10-16 09:17:05,0,bagussssssssssss the best,bagussssssssssss the best
Susilawati S,5,terbantu sekali dengan adanya aplikasi ini semoga semakin banyak yang terbantu juga,terbantu sekali dengan adanya aplikasi ini semoga semakin banyak yang terbantu juga,2025-10-16 09:17:04,0,terbantu sekali dengan adanya aplikasi ini semoga semakin banyak yang terbantu juga,terbantu aplikasi semoga terbantu
NADINNN NADINNN,5,bagusss eyy,bagusss eyy,2025-10-16 09:02:26,0,bagusss eyy,bagusss eyy
Nicholas Jesston,5,bagusss bgt,bagusss bgt,2025-10-16 08:59:39,0,bagusss banget,bagusss banget
mas ilul,5,siiip,siiip,2025-10-16 08:49:52,0,siiip,siiip
batik farrel,5,biar gak pusing,biar gak pusing,2025-10-16 08:48:13,0,biar gak pusing,biar gak pusing
tuslim tuslim muhasi,5,bagus sekali,bagus sekali,2025-10-16 08:46:44,0,bagus sekali,bagus
Aliyah,5,sangat sangat bagus sekaliiiii,sangat sangat bagus sekaliiiii,2025-10-16 08:32:09,0,sangat sangat bagus sekaliiiii,bagus sekaliiiii
Maskunah h,5,bagus banget bisa membantu saya mengerjakan pr,bagus banget bisa membantu saya mengerjakan pr,2025-10-16 08:28:21,0,bagus banget bisa membantu saya mengerjakan pr,bagus banget membantu
Shakira Natasa,5,chat gpt ini sangat berguna dan sangat bagus dalam mengerjakan tugas2 yg kita Berikan,chat gpt ini sangat berguna dan sangat bagus dalam mengerjakan tugas2 yg kita berikan,2025-10-16 08:27:58,0,chat gpt ini sangat berguna dan sangat bagus dalam mengerjakan tugas2 yg kita berikan,chat gpt berguna bagus tugas
Ade Sobirin,4,mntap,mntap,2025-10-16 08:17:56,0,mntap,mntap
Lanang sped,1,lelet dan jawaban salah semua,lelet dan jawaban salah semua,2025-10-16 08:15:08,0,lelet dan jawaban salah semua,lelet salah
MUHAMMAD AKSAY,5,sangat membantu dan bermanfaat sekali,sangat membantu dan bermanfaat sekali,2025-10-16 08:13:37,0,sangat membantu dan bermanfaat sekali,membantu bermanfaat
Naumi Syahida,1,jelek lambat banget,jelek lambat banget,2025-10-16 08:06:06,0,jelek lambat banget,jelek lambat banget
Kinar Shelyn,5,sangat bermanfaat,sangat bermanfaat,2025-10-16 08:05:08,0,sangat bermanfaat,bermanfaat
Azan Wa,5,bagusssss,bagusssss,2025-10-16 08:03:42,0,bagusssss,bagusssss
