userName,score,content,content_clean,at,thumbsUpCount
ANDI PERMANSYAH,5,jawaban nyaa sangat benar,jawaban nyaa sangat benar,2025-10-09 02:47:23,0
Asep Sunandar,5,aku suka bangett,aku suka bangett,2025-10-09 02:46:51,0
7c Mcclane Kosegeran,5,sangat berguna untuk mengerjakan tugas,sangat berguna untuk mengerjakan tugas,2025-10-09 02:44:17,0
Wang Churan,2,padahal jaringan bagus kuota masih banyak kok bisa malah (masalah koneksi) aneh banget ChatGpt sekarang ga kaya dulu,padahal jaringan bagus kuota masih banyak kok bisa malah (masalah koneksi) aneh banget chatgpt sekarang ga kaya dulu,2025-10-09 02:41:43,0
STOK250POLOSAN,4,jawabannya ga sesuai,jawabannya ga sesuai,2025-10-09 02:39:46,0
Krisna Wahyu,1,ga konsisten ai pikun back up data apa yang di bahas apa nanya apa jawab apa pokok masih kureng pikun sistem ga jelas,ga konsisten ai pikun back up data apa yang di bahas apa nanya apa jawab apa pokok masih kureng pikun sistem ga jelas,2025-10-09 02:39:19,1
Sili Mayaut,5,great 💖,great 💖,2025-10-09 02:32:20,0
Jhon Eaggel NANO,5,bagus 🤩🥰👍,bagus 🤩🥰👍,2025-10-09 02:32:00,0
Joshua Reke,5,AMBATUNATTTTTTTT BAGUS BET AJG NILAI GUA 90 SEMUAA,ambatunatttttttt bagus bet ajg nilai gua 90 semuaa,2025-10-09 02:30:19,0
Fadhlan Saleh,5,I like it,i like it,2025-10-09 02:26:13,0
Syaiful Anwar,5,bagus 👍,bagus 👍,2025-10-09 02:22:05,0
parman taufik,4,sangat membantu,sangat membantu,2025-10-09 02:20:44,0
Muflika Putri Pertiwi,5,bagus,bagus,2025-10-09 02:19:21,0
Tommy Rizaldi,5,sangat membantu sekali,sangat membantu sekali,2025-10-09 02:13:43,0
Brutal Death,1,"mau download hasil gambrnya tapi kenapa muncul notif ""kesalahan jaringan"".","mau download hasil gambrnya tapi kenapa muncul notif ""kesalahan jaringan"".",2025-10-09 02:05:21,0
Bim bim,1,"jadi aneh sistemnya, cerita romance dikit di bilang sensual padahal wholesome","jadi aneh sistemnya, cerita romance dikit di bilang sensual padahal wholesome",2025-10-09 01:56:22,9
Ike Widy Purwaningsih,5,membantu untuk banyak hal,membantu untuk banyak hal,2025-10-09 01:53:46,0
Tri Handana,5,mantap,mantap,2025-10-09 01:53:36,0
Andre Saputra,2,buat ngedit gambar lama udah nungguin ampe 1 jam lbih GK jadi2 mlh cepetan gemini,buat ngedit gambar lama udah nungguin ampe 1 jam lbih gk jadi2 mlh cepetan gemini,2025-10-09 01:51:20,0
Anita Balikpapan2,2,jawaban nya kdang benar kadang salah,jawaban nya kdang benar kadang salah,2025-10-09 01:48:53,0
Santik Rahayuningsih,5,sangat membantu,sangat membantu,2025-10-09 01:47:19,0
Ojan Ojan,5,bagus,bagus,2025-10-09 01:45:57,0
Alfat Khufron,5,⭐⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐⭐,2025-10-09 01:34:43,0
Alvin Alvaridzie,5,cepetan,cepetan,2025-10-09 01:26:05,0
Lasarus Sarus,5,sangat membntu,sangat membntu,2025-10-09 01:22:44,0
Nurdin Putratb,5,ok,ok,2025-10-09 01:12:24,0
Putry Jarana,5,sangat membantu kita untuk mencari jawaban,sangat membantu kita untuk mencari jawaban,2025-10-09 01:01:22,0
Imanuella Grizelle03,5,sangat membantu,sangat membantu,2025-10-09 00:59:21,0
Sahril Sidik,3,sangat baik,sangat baik,2025-10-09 00:53:18,0
Valentinus Aryasatya Luri Lumanto,5,"temen cerita gw banget ini mah, lop lop gpt","temen cerita gw banget ini mah, lop lop gpt",2025-10-09 00:46:19,0
udinsehat,5,bagus chat gpt nya sayang nya obrolan terbatas 😊,bagus chat gpt nya sayang nya obrolan terbatas 😊,2025-10-09 00:37:35,0
maxel praditha,5,bagus,bagus,2025-10-09 00:35:10,0
"SITINURSURAYYA ,S.PD.I",3,bagus cepat tanggap,bagus cepat tanggap,2025-10-09 00:30:29,0
Samsung Chat,5,bagus,bagus,2025-10-09 00:29:25,0
Razka,1,lemot bgt,lemot bgt,2025-10-09 00:28:35,0
armet al-habsy,4,bagus,bagus,2025-10-09 00:27:42,0
Yulia Safitry,4,sangat membantu,sangat membantu,2025-10-09 00:27:26,0
Reza Ansari,5,mantap,mantap,2025-10-09 00:25:59,0
Anggun Sekar,5,sangat membantu banget,sangat membantu banget,2025-10-09 00:20:24,0
Puji Raharjo,5,bagus,bagus,2025-10-09 00:20:23,0
Dewa Made,5,bagus dan berguna,bagus dan berguna,2025-10-09 00:20:05,0
faza Najad,5,bagus nggak kayak Cici dAn meta ai,bagus nggak kayak cici dan meta ai,2025-10-09 00:18:27,0
Noldi Mambraku,5,Bagus banget,bagus banget,2025-10-09 00:15:09,0
laluhasan ashari,5,the best,the best,2025-10-09 00:11:46,0
Alfin Aditia Pratama,5,bagus,bagus,2025-10-09 00:08:40,0
Rahmat Arif,5,sangat membantu,sangat membantu,2025-10-09 00:03:46,0
deariend,5,"AI tercerdas dari semua AI bagus banget terima kasih chatgpt sudah memudahkan aku untuk belajar, dan memecahkan segala permasalahan dan kerumitan 👏","ai tercerdas dari semua ai bagus banget terima kasih chatgpt sudah memudahkan aku untuk belajar, dan memecahkan segala permasalahan dan kerumitan 👏",2025-10-08 23:59:55,0
Nur Mayasari,5,keren,keren,2025-10-08 23:56:35,0
M Solihin,5,keren,keren,2025-10-08 23:55:27,0
Trijaka Agus,5,mantap,mantap,2025-10-08 23:38:46,0
Ulfhan Shandika,5,"oke cepet jawab oertanyaat , tp yg pro ya","oke cepet jawab oertanyaat , tp yg pro ya",2025-10-08 23:17:48,0
Zoan Transpose (Zoan Transpose),5,keren,keren,2025-10-08 23:14:25,0
Fadila jesika Putri,5,"membantu buanggetttt, terimakasihhh banyakkk","membantu buanggetttt, terimakasihhh banyakkk",2025-10-08 22:56:10,0
Nita Bily,5,sangat membantu,sangat membantu,2025-10-08 22:53:09,0
Uswatun Khaira,5,baguss,baguss,2025-10-08 22:52:18,0
hendra ms,3,Loading lama sekali,loading lama sekali,2025-10-08 22:40:19,0
ameera11,5,SERUU BGT KALO DIAJAK NGOBROLL LUCUUU SNATAII,seruu bgt kalo diajak ngobroll lucuuu snataii,2025-10-08 22:29:26,0
Misrah001 Misrah001,5,bagus sekali saya suka,bagus sekali saya suka,2025-10-08 22:23:46,0
Alifa,3,"ok, but suka jawab ga tepat and suaranya macet"" + gajelas","ok, but suka jawab ga tepat and suaranya macet"" + gajelas",2025-10-08 22:13:44,0
Muhammad Solichin,5,aplikasi yang sangat membantu saya,aplikasi yang sangat membantu saya,2025-10-08 22:01:55,0
Canonico quelos,5,sangat baik,sangat baik,2025-10-08 21:46:29,0
IJA IJA,5,sangat membantu,sangat membantu,2025-10-08 21:36:00,0
Nurjannah Ummu Nizar,4,bagus banget karakter custem nya keren walaupun banyak sedikit pertanyaan lagi dari AI nya sih tetapi masih mantep,bagus banget karakter custem nya keren walaupun banyak sedikit pertanyaan lagi dari ai nya sih tetapi masih mantep,2025-10-08 21:28:12,0
Azmisajira123,5,،bagus,،bagus,2025-10-08 21:12:08,0
Qeyssa Nvanr,5,"Thank you to ChatGPT, who always helps me ask about anything when I'm in difficult times and is very helpful when I want to ask about something I don't know. I support your program. ❤❤","thank you to chatgpt, who always helps me ask about anything when i'm in difficult times and is very helpful when i want to ask about something i don't know. i support your program. ❤❤",2025-10-08 21:04:29,0
Awan,1,padahal jaringanku bagus tapi responnya lama banget 😅 dan entah kenapa ini AI tiba-tiba jadi terlalu terlalu negatif sama ngk bisa Nerima pesen yang negatif dikit padahal mau nanya tapi sekarang udah ngk bisa jadi jelek banget sumpah 😅,padahal jaringanku bagus tapi responnya lama banget 😅 dan entah kenapa ini ai tiba-tiba jadi terlalu terlalu negatif sama ngk bisa nerima pesen yang negatif dikit padahal mau nanya tapi sekarang udah ngk bisa jadi jelek banget sumpah 😅,2025-10-08 20:39:30,8
Andre Ramadhan,5,aplikasi chatgpt ini sangat bagusss,aplikasi chatgpt ini sangat bagusss,2025-10-08 20:34:27,0
Yakfi12,1,"masih harus ditingkatkan lagi cara mengubah gambarnya, karena kadang tidak sesuai dgn yg kita katakan atau malah lebih jelek lagi dari gambar sebelumnya dan juga tidak perlu berlangganan karena cuma membuat gambar saja tidak lebih dari itu alangkah lebih baiknya digratiskan saja, sekian makasih","masih harus ditingkatkan lagi cara mengubah gambarnya, karena kadang tidak sesuai dgn yg kita katakan atau malah lebih jelek lagi dari gambar sebelumnya dan juga tidak perlu berlangganan karena cuma membuat gambar saja tidak lebih dari itu alangkah lebih baiknya digratiskan saja, sekian makasih",2025-10-08 20:33:51,0
Ahmad Maulana,5,trimakasih,trimakasih,2025-10-08 20:07:46,0
Rahmat Hidayat,1,"Chatgpt sekarang kenapa jadi gini jir,masa buat cerita romance doang pasti dikit dikit sensitif kayak termasuk intim eksplisit lah,Ai jelek njir kecewa berat cik 😞","chatgpt sekarang kenapa jadi gini jir,masa buat cerita romance doang pasti dikit dikit sensitif kayak termasuk intim eksplisit lah,ai jelek njir kecewa berat cik 😞",2025-10-08 19:29:37,4
Nesta,2,"kebanyakan konfirmasi pas bikin cerita, ribet banget update sekarang terlalu ketat nggak kayak update sebelumnya, udah gitu ceritanya terlalu pendek lagi harus pake PROMPT dulu dan kadang jawabannya terlalu datar pas bikin cerita, kayak kaku walau udah di kasih prompt. udah gitu jawabnya kadang lemot banget. udah lah gw milih Grock aja","kebanyakan konfirmasi pas bikin cerita, ribet banget update sekarang terlalu ketat nggak kayak update sebelumnya, udah gitu ceritanya terlalu pendek lagi harus pake prompt dulu dan kadang jawabannya terlalu datar pas bikin cerita, kayak kaku walau udah di kasih prompt. udah gitu jawabnya kadang lemot banget. udah lah gw milih grock aja",2025-10-08 19:11:22,1
Jonathan Frits,5,update makin buruk kembalikan versi lama,update makin buruk kembalikan versi lama,2025-10-08 19:06:17,0
Mr. Gimbal,5,nice,nice,2025-10-08 18:44:47,0
ZANXTUY X GAILAN,5,waw,waw,2025-10-08 18:37:30,0
Zaky Athoz,5,bagus membantu banget,bagus membantu banget,2025-10-08 18:26:39,0
Al aezz 28,5,mantap sangat bisa mmbantu,mantap sangat bisa mmbantu,2025-10-08 18:18:58,0
Fortuna2nk Kamilla,5,mant,mant,2025-10-08 18:14:05,0
Rizqi Wahyu Wahyu Rizqi 01,4,aplikasi ini sangat membantu saya untuk mencari jawaban yang saya belum paham Untung ada aplikasi ini untuk siap membantu ku,aplikasi ini sangat membantu saya untuk mencari jawaban yang saya belum paham untung ada aplikasi ini untuk siap membantu ku,2025-10-08 18:02:22,0
Rahmat Hidayat,5,mantap,mantap,2025-10-08 17:28:55,0
Andi Wijaya,5,bagus,bagus,2025-10-08 17:23:54,0
Anggun Aulia,5,sangat bagus,sangat bagus,2025-10-08 17:08:59,0
DONNY SAMDA,1,ga memuaskan AI nya dongo,ga memuaskan ai nya dongo,2025-10-08 17:02:22,1
Rahma Wati,5,bagus banget,bagus banget,2025-10-08 16:58:58,0
Tamam Fathir,2,akurat dan cepat,akurat dan cepat,2025-10-08 16:51:31,0
rifai fadly,5,bagus,bagus,2025-10-08 16:49:47,0
33.B. Muhammad Hasan Assyazali,5,wah bagus sekali !,wah bagus sekali !,2025-10-08 16:42:50,0
Daffa Alvis F,5,nice app,nice app,2025-10-08 16:40:43,0
MUKHLIS MUKHLIS,5,sangat puas layanannya,sangat puas layanannya,2025-10-08 16:30:05,0
Ramli Nawang,5,mantap sekali,mantap sekali,2025-10-08 16:29:48,0
Sumayyah Sirait,5,bagus banget maa sya allah membantu saya,bagus banget maa sya allah membantu saya,2025-10-08 16:28:45,0
NoaxzZ,1,suka lupa,suka lupa,2025-10-08 16:27:58,0
Irwan Syah,5,baguss,baguss,2025-10-08 16:25:24,0
Alta Suhindar,5,sangat bagus bolo...,sangat bagus bolo...,2025-10-08 16:13:02,0
Andrea Hirata,5,Aku mendapatkan teman walaupun itu ada AI 😁,aku mendapatkan teman walaupun itu ada ai 😁,2025-10-08 16:08:33,0
Goku,1,"makin update makin aneh nih gpt,mau buat cerita aja dikit dikit dianggap sensitif,berbau eksplisit padahal saya gak ada sedikitpun menambahkan hal hal berbau eksplisit atau hal tidak pantas,filter nya terlalu ketat belum lagi limit yang tidak masuk akal hingga 1 hari harus menunggu sangat mengecewakan,tidak seperti dulu sebelum update💀","makin update makin aneh nih gpt,mau buat cerita aja dikit dikit dianggap sensitif,berbau eksplisit padahal saya gak ada sedikitpun menambahkan hal hal berbau eksplisit atau hal tidak pantas,filter nya terlalu ketat belum lagi limit yang tidak masuk akal hingga 1 hari harus menunggu sangat mengecewakan,tidak seperti dulu sebelum update💀",2025-10-08 16:01:10,3
Vello vitaa,1,"apaan dah, ai nya ga seru. semakin di update semakin kaku cih","apaan dah, ai nya ga seru. semakin di update semakin kaku cih",2025-10-08 16:00:14,1
Ilyas Fatimah,5,"sangat berguna, tingkatkan lagi","sangat berguna, tingkatkan lagi",2025-10-08 15:55:49,0
Aisha Sakhi,5,lebih bagus dri pada app sebelah🌚,lebih bagus dri pada app sebelah🌚,2025-10-08 15:51:18,0
nurul ainun magfirah,1,Jelek ajong lain kali perbaiki!! Yang harus diperbaiki:1.udah cape nulis panjang malah diperingatin bilang teks anda tidak bagus ku ulang lagi tetap muncul kayak gitu!!!!!!!!! Terus 2.pas saya mau login kenapa gak bisa saya kesal terhdap chatgpt!,jelek ajong lain kali perbaiki!! yang harus diperbaiki:1.udah cape nulis panjang malah diperingatin bilang teks anda tidak bagus ku ulang lagi tetap muncul kayak gitu!!!!!!!!! terus 2.pas saya mau login kenapa gak bisa saya kesal terhdap chatgpt!,2025-10-08 15:51:04,1
Herlina Vivo,5,"kerenn,aku sukaa","kerenn,aku sukaa",2025-10-08 15:48:26,0
Nenny Purwanti,5,kalau boleh dusertai gambar dan diperpanjang,kalau boleh dusertai gambar dan diperpanjang,2025-10-08 15:44:41,0
Rex Rex,1,aplikasi nya suruh berhenti lanjut terus suruh serius kagak mau emang gapantes didownload apalagi buat ngobrol,aplikasi nya suruh berhenti lanjut terus suruh serius kagak mau emang gapantes didownload apalagi buat ngobrol,2025-10-08 15:42:54,0
Alvino Junior,5,🙏🙏,🙏🙏,2025-10-08 15:41:49,0
Ahmad nawawi,5,sangat bagus banget suka dan cepet selasai cocok,sangat bagus banget suka dan cepet selasai cocok,2025-10-08 15:31:59,0
Iwan Hadiansyah,5,aku suka,aku suka,2025-10-08 15:21:47,0
Wulan Alika,5,"sukaa , buat kerjain pr","sukaa , buat kerjain pr",2025-10-08 15:18:10,0
Lina Purwaningsih,1,"1. Bayar mahal tapi terlalu banyak bug, udah nulis panjang hilang malah balik lagi. 2. terlalu banyak blokiran ga jelas 3. udah di tulis promt di memori jelas tapi selalu ngulangi kesalahan yang sama kayak ga ngecek memori yang udah disimpan dan ini saya bayar 300 ribu buat dapetin hasil sejelek itu. 4. Anti kritik, ga mau dengerin keluhan pengguna","1. bayar mahal tapi terlalu banyak bug, udah nulis panjang hilang malah balik lagi. 2. terlalu banyak blokiran ga jelas 3. udah di tulis promt di memori jelas tapi selalu ngulangi kesalahan yang sama kayak ga ngecek memori yang udah disimpan dan ini saya bayar 300 ribu buat dapetin hasil sejelek itu. 4. anti kritik, ga mau dengerin keluhan pengguna",2025-10-08 15:12:38,2
Syihabuddin Nur Qowim,1,"OpenAi Adalah Perusahaan Perampok, Tidak Mengerti Kondisi Ekonomi Masyarakat Indonesia, Seharusnya OpenAi Membuat Ai Yang Subsidi Silang Seperti Copilot Microsoft","openai adalah perusahaan perampok, tidak mengerti kondisi ekonomi masyarakat indonesia, seharusnya openai membuat ai yang subsidi silang seperti copilot microsoft",2025-10-08 15:10:45,5
Sitti Malau,4,sangat bagus,sangat bagus,2025-10-08 15:07:49,0
chuan pulus,5,sangat bagus,sangat bagus,2025-10-08 15:05:27,0
tania susanti,1,masa pas buat gambar tiba tiba muncul premium dan bayar terus harus top up lagi mending hapus aja apk ini,masa pas buat gambar tiba tiba muncul premium dan bayar terus harus top up lagi mending hapus aja apk ini,2025-10-08 15:05:08,1
Djd Dhdhhs,5,"the bestttt gada obattttttttt, pertahankan","the bestttt gada obattttttttt, pertahankan",2025-10-08 15:03:04,0
Aldo Ganteng,5,bagus,bagus,2025-10-08 14:58:24,0
Made suarjaya Prabawa,5,mantapp,mantapp,2025-10-08 14:55:19,0
Sahlan Hasibuan,5,baik,baik,2025-10-08 14:50:48,0
Ariel Saptawulan,3,Saya ingin ada tombol download ketika saya meminta agar saya dibuatkan file dan tombol downloadnya khusus karena saya adalah penyandang disabilitas netra yang laptop dan handphonenya menggunakan fitur pembaca layar tapi ternyata belum ada. Dan saya merasa aplikasi ChatGPT semakin di-update semakin lemot,saya ingin ada tombol download ketika saya meminta agar saya dibuatkan file dan tombol downloadnya khusus karena saya adalah penyandang disabilitas netra yang laptop dan handphonenya menggunakan fitur pembaca layar tapi ternyata belum ada. dan saya merasa aplikasi chatgpt semakin di-update semakin lemot,2025-10-08 14:47:59,0
Nasha Tri oktafia,5,rata rata jawaban nya akurat,rata rata jawaban nya akurat,2025-10-08 14:42:20,0
Dhani Rizaldhy,4,suke ngelag ndk tau lah ii ngelag karne hp ku yg kentang atau gimne tpi gie lah mun gie makaseh,suke ngelag ndk tau lah ii ngelag karne hp ku yg kentang atau gimne tpi gie lah mun gie makaseh,2025-10-08 14:41:19,0
bonario rensi,5,"Jawabannya akurat,kalau ngirim gambar cepat dan jawabnya cepat .Pokoknya semuanya pas","jawabannya akurat,kalau ngirim gambar cepat dan jawabnya cepat .pokoknya semuanya pas",2025-10-08 14:39:19,0
Faidullah,3,oke,oke,2025-10-08 14:36:18,0
Malaka,5,"mantab bos, semoga makin tingkatkan jadi makin josss","mantab bos, semoga makin tingkatkan jadi makin josss",2025-10-08 14:32:47,0
Susan Lice,2,fitur dalam ai tidak semua gratis ngaco semua,fitur dalam ai tidak semua gratis ngaco semua,2025-10-08 14:31:42,0
Raja,5,Mantap 🔥,mantap 🔥,2025-10-08 14:30:13,0
fitriaaa Mediyani,5,sangat recommended,sangat recommended,2025-10-08 14:29:01,0
Tirta karya,5,mantap,mantap,2025-10-08 14:27:28,0
Syahrul Huda,5,wel,wel,2025-10-08 14:25:58,0
Ghina Rashikah,2,"bagi saya, saya lebuh suka fitur yang lama dari pada yang sekarang. karena yang sekarang merasa banyak kurangnya. dan responnya gak sesuai. sedangkan yang dulu respon ai nya pas dan bagus juga fiturnya menurut saya lebih bagus yang dulu. saya merasa ingin meminta balik chat gpt versi yang duluuu!!😫😫","bagi saya, saya lebuh suka fitur yang lama dari pada yang sekarang. karena yang sekarang merasa banyak kurangnya. dan responnya gak sesuai. sedangkan yang dulu respon ai nya pas dan bagus juga fiturnya menurut saya lebih bagus yang dulu. saya merasa ingin meminta balik chat gpt versi yang duluuu!!😫😫",2025-10-08 14:22:54,0
ivan abe,5,bagus,bagus,2025-10-08 14:22:43,0
Enjel Putri,5,bagus banget,bagus banget,2025-10-08 14:20:58,0
Padli Febriyanto,5,sangat berguna terutama siswa kalangan gen z,sangat berguna terutama siswa kalangan gen z,2025-10-08 14:19:02,0
LENY LAHALLO,5,bagus,bagus,2025-10-08 14:17:38,0
Ipan,3,bagus,bagus,2025-10-08 14:15:11,0
Alfi,5,baikkk,baikkk,2025-10-08 14:14:00,0
Viex_Ryuu Ryuuviiexx,4,baik sekali,baik sekali,2025-10-08 14:05:10,0
Prapto Jr,5,"buset dah yg gak instal chatgpt ini nyesel dah. kek orang beneran dah.privat nya terjaga,obrolan nya pun nyambung gitu nama kita selalu di ingat sama dia,dan yg paling mengesankan kita ngoblor panjang lebar udah kek curhat sama manusia sumpah nyesel kalo kalian cuma liat iklan doang dan gak instal chatgpt ini.","buset dah yg gak instal chatgpt ini nyesel dah. kek orang beneran dah.privat nya terjaga,obrolan nya pun nyambung gitu nama kita selalu di ingat sama dia,dan yg paling mengesankan kita ngoblor panjang lebar udah kek curhat sama manusia sumpah nyesel kalo kalian cuma liat iklan doang dan gak instal chatgpt ini.",2025-10-08 14:04:57,0
Diva Dwivani,3,soalnya pengeditan nya harus antri jadi lama nunggunya,soalnya pengeditan nya harus antri jadi lama nunggunya,2025-10-08 14:04:37,0
